projectid,project_name,project_description,entity_name,entity_current_nt_allocation,latitude,longitude,bay_segment,project_type,project_status,initiation_year,estimated_completion_year,discontinued_year,completion_year,project_costs,nps_load_reduction,ps_load_reduction,total_load_reduction
896,Citrus Conversion to Micro-Irrigation,,Manatee County CES,Not Listed,27.59344,-82.675961,Lower Tampa Bay,Non-Point Source,Completed,0.0,0.0,0.0,2000.0,,174.0,,174.0
897,Citrus Conversion to Micro-Irrigation,,Manatee County CES,Not Listed,27.662673,-82.215645,Middle Tampa Bay,Non-Point Source,Completed,0.0,0.0,0.0,1995.0,,43.0,,43.0
898,Citrus Conversion to Micro-Irrigation,,Manatee County CES,Not Listed,27.662673,-82.215645,Middle Tampa Bay,Non-Point Source,Completed,0.0,0.0,0.0,2000.0,,6.0,,6.0
899,Citrus Conversion to Micro-Irrigation,,Manatee County CES,Not Listed,27.662673,-82.215645,Middle Tampa Bay,Non-Point Source,Completed,0.0,0.0,0.0,1995.0,,1905.0,,1905.0
900,Citrus Conversion to Micro-Irrigation,,Manatee County CES,Not Listed,27.662673,-82.215645,Middle Tampa Bay,Non-Point Source,Completed,0.0,0.0,0.0,2000.0,,252.0,,252.0
901,Citrus Conversion to Micro-Irrigation,,Manatee County CES,Not Listed,27.504968,-82.356166,Manatee River,Non-Point Source,Completed,0.0,0.0,0.0,1995.0,,5185.0,,5185.0
902,Citrus Conversion to Micro-Irrigation,,Manatee County CES,Not Listed,27.504968,-82.356166,Manatee River,Non-Point Source,Completed,0.0,0.0,0.0,2000.0,,685.0,,685.0
903,Citrus Conversion to Micro-Irrigation,,Manatee County CES,Not Listed,27.547346,-82.58009,Terra Ceia Bay,Non-Point Source,Completed,0.0,0.0,0.0,1995.0,,153.0,,153.0
904,Citrus Conversion to Micro-Irrigation,,Manatee County CES,Not Listed,27.547346,-82.58009,Terra Ceia Bay,Non-Point Source,Completed,0.0,0.0,0.0,2000.0,,20.0,,20.0
905,Field and Row Crop Conversion to Micro-Irrigation,,Manatee County CES,Not Listed,27.59344,-82.675961,Lower Tampa Bay,Non-Point Source,Completed,0.0,0.0,0.0,1995.0,,1465.0,,1465.0
906,Field and Row Conversion to Micro-Irrigation,,Manatee County CES,Not Listed,27.59344,-82.675961,Lower Tampa Bay,Non-Point Source,Completed,0.0,0.0,0.0,2000.0,,368.0,,368.0
907,Field and Row Crops to Micro-Irrigation,,Manatee County CES,Not Listed,27.662673,-82.215645,Middle Tampa Bay,Non-Point Source,Completed,0.0,0.0,0.0,1995.0,,348.0,,348.0
908,Field and Row Crop Conversion to Micro-Irrigation,,Manatee County CES,Not Listed,27.662673,-82.215645,Middle Tampa Bay,Non-Point Source,Completed,0.0,0.0,0.0,2000.0,,87.0,,87.0
909,"Field and Row Crop Conversion to Micro-Irrigation, Manatee County",,Manatee County CES,Not Listed,27.662673,-82.215645,Middle Tampa Bay,Non-Point Source,Completed,0.0,0.0,0.0,1995.0,,8482.0,,8482.0
910,"Field and Row Crop Converson to Micro-Irrigation, Manatee County",,Manatee County CES,Not Listed,27.662673,-82.215645,Middle Tampa Bay,Non-Point Source,Completed,0.0,0.0,0.0,2000.0,,2130.0,,2130.0
911,Field and Row Crop Conversion to Micro-Irrigation,,Manatee County CES,Not Listed,27.504968,-82.356166,Manatee River,Non-Point Source,Completed,0.0,0.0,0.0,1995.0,,32665.0,,32665.0
912,Field and Row Crop  Conversion to Micro-Irrigation,,Manatee County CES,Not Listed,27.504968,-82.356166,Manatee River,Non-Point Source,Completed,0.0,0.0,0.0,2000.0,,8202.0,,8202.0
913,Field and Row Crop Conversion to Micro-Irrigation,,Manatee County CES,Not Listed,27.547346,-82.58009,Terra Ceia Bay,Non-Point Source,Completed,0.0,0.0,0.0,1995.0,,513.0,,513.0
914,Field and Row Crop Conversion to Micro-Irrigation,,Manatee County CES,Not Listed,27.547346,-82.58009,Terra Ceia Bay,Non-Point Source,Completed,0.0,0.0,0.0,2000.0,,129.0,,129.0
915,Strawberry Crop to Micro-Irrigation,,Manatee County CES,Not Listed,27.59344,-82.675961,Lower Tampa Bay,Non-Point Source,Completed,0.0,0.0,0.0,1995.0,,4.0,,4.0
916,Strawberry Crop Conversion to Micro-Irrigation,,Manatee County CES,Not Listed,27.662673,-82.215645,Middle Tampa Bay,Non-Point Source,Completed,0.0,0.0,0.0,1995.0,,1.0,,1.0
917,"Strawberry Crop Conversion to Micro-Irrigation, Manatee County",,Manatee County CES,Not Listed,27.662673,-82.215645,Middle Tampa Bay,Non-Point Source,Completed,0.0,0.0,0.0,1995.0,,25.0,,25.0
918,Strawberry Crop Conversion to Micro-Irrigation,,Manatee County CES,Not Listed,27.504968,-82.356166,Manatee River,Non-Point Source,Completed,0.0,0.0,0.0,1995.0,,98.0,,98.0
919,Strawberry Crop Conversion to Micro-Irrigation,,Manatee County CES,Not Listed,27.547346,-82.58009,Terra Ceia Bay,Non-Point Source,Completed,0.0,0.0,0.0,1995.0,,2.0,,2.0
920,Onsite Stormwater Management System,"Construction of stormwater retention system to contain first flush, settle solids, and attenuate nutrient discharges in contact runoff.",Kinder-Morgan/Pakhoed Dry Bulk Terminals,Not Listed,27.900782,-82.417799,Hillsborough Bay,Hybrid,Completed,0.0,0.0,0.0,1998.0,,13882.0,,13882.0
921,"Kinder-Morgan Tampaplex Terminal (formerly, IMC Port Sutton) Elimination of Heating Water Discharge",Replacement of deep groundwater withdrawl/discharge with Bay water discharge for ammonia loading system.,Kinder-Morgan/Pakhoed Dry Bulk Terminals,Not Listed,27.900782,-82.417799,Hillsborough Bay,Hybrid,Completed,0.0,0.0,0.0,2005.0,,18200.0,,18200.0
922,Stormwater Connection to Hookers Point Wastewater Treatment Plant,The existing stormwater management system was replaced with a direct connection to the Hookers Point Wastewater Treatment pland for all contact stormwater discharges during 2005.,CSX Transportation,Not Listed,27.916449,-82.417664,Hillsborough Bay,Hybrid,Completed,0.0,0.0,0.0,2005.0,,3200.0,,3200.0
923,Seminole Bypass Canal Regional Stormwater Treatment Facility,"Diverted water from the Seminole Bypass Canal will 
be treated with alum to achieve at 90% reduction in 
TP, 35% reduction in TN and 85% reduction in TSS.",Pinellas County,Not Listed,27.826351,-82.752508,Boca Ciega Bay,Hybrid,Completed,2004.0,2012.0,0.0,2012.0,,18339.0,,18339.0
924,Alum Treatment of Priority Subbasins Discharging to Lake Seminole,"Alum treatments of stormwater systems in Lake 
Seminole SubBasins 1,3,6, and Bypass Canal.",Pinellas County,Not Listed,27.84,-82.7809,Boca Ciega Bay,Hybrid,Completed,2007.0,2012.0,0.0,2012.0,,125177.1,,125177.1
925,Lake Tarpon Water Quality Area 6 Alum Treatment,"An FDOT treatment pond will be retrofitted with an 
alum injection system to achieve a 90% reduction in 
TP, 40% reduction in TN, and 90% reduction in TSS.",Pinellas County & FDOT,Not Listed,28.012172,-82.609611,Old Tampa Bay,Hybrid,Completed,2006.0,2012.0,0.0,2012.0,,12639.0,,12639.0
926,Lake Tarpon Water Quality Area 23 Alum Treatment,"Waters discharging into Lake Tarpon will be retrofitted with an alum injection system to achieve a 90% reduction in TP, 40% reduction in TN, and 90% reduction in TSS.",Pinellas County,Not Listed,28.012172,-82.609611,Old Tampa Bay,Hybrid,Discontinued,2006.0,2009.0,2010.0,0.0,,1446.0,,1446.0
927,Lake Tarpon Water Quality Area 63 Alum Treatment,"Waters discarging to Lake Tarpon will be retrofitted with an alum injection system to achieve a 90% reduction in TP, 40% reduction in TN, and 90% reduction in TSS.",Pinellas County,Not Listed,28.012172,-82.609611,Old Tampa Bay,Hybrid,Discontinued,2006.0,2009.0,2010.0,0.0,,840.0,,840.0
